"KOFIA_FUND_CODE","KFR_GRADE","RLZ_RT12","FP_KRN_NAME","SALE_AMT_M1","FP_TP","SALE_AMT_M3","NAV_UPDOWN_PRICE","SALE_AMT_M6","LRG_TYPE_TP_NAME","SALE_FUND_YN","RLZ_RT60","FNGUIDE_GRADE","RLZ_RT6","RLZ_RT3","RLZ_RT1","INVST_RISK_GRADE_TP","STDDEVT_M6","DELEGATE_KOFIA_FUND_CODE","NAV","STDDEVT_M3","STDDEVT_M1","LRG_TYPE_CODE","ACCM_RT","FUND_BAL_QTY_M6","FP_CLASS_TP","FUND_BAL_QTY_M3","TOTAL_COUNT","FUND_BAL_QTY_M1","AMC_CODE","FIRST_SETUP_DATE","RECOMMEND_FUND_YN","SEQ","MNSTAR_GRADE","FP_CODE","NAV_STD_DATE","TYPE_NAME","FUND_BAL_QTY_M1_CHK","EVENT_FUND_YN","STD_DATE","SALE_COMMISSION_RATE","LRG_TYPE_NAME","INVTRST_DETAIL_NAME","INVTRST_DETAIL_CODE","NAV_UPDOWN_RATE","RLZ_RT36","STDDEVT_Y3","OP_SCALE_GRADE_NAME","STDDEVT_Y1","INDIRECT_INVST_CODE","TOTAL_FEE","OP_FIRST_SETUP_DATE","OP_NETVALUE","FUND_GRADE_STD_YYMM","AMC_ABRV_NAME","TYPE_CODE","ZEROIN_GRADE","OP_FUND_CODE","SALE_START_DATE","AFRCV_COMMISSION_RATE"
"KR5210AR3829",0,7.08,"신한BNPP 장기국공채증권자투자신탁제1호 [채권] S-P",5.15,"10",8.22,-0.28,11.53,"국내","Y",NA,0,5.59,3.32,1.34,"6",2.7,"KR5210AR3811",1111.65,2.61,2.82,"10",11.32,2.74,"12",2.4,1914,2.09,"210","20140425",NA,186,1,"4108759","20181228","중기채권",208790187,"N","20181228",0,"채권형","연금","77",-0.03,8.34,2.5,"초소형급",2.37,"04",0.286,"20140425",17,"201812","신한BNP파리바자산운용","10040",2,"KR5210AR3720","20150506",0
"KR5205AR9435",4,1.48,"멀티에셋 삼바브라질증권자투자신탁 [주식] S",0.72,"10",-2.85,-11.41,-1.75,"해외","Y",-20.11,4,20.08,22.63,1.33,"1",29.37,"KR5205723574",737.09,24.28,9.23,"60",-43.06,-0.29,"11",-0.33,1914,0.08,"205","20070808",NA,1548,4,"1121850","20181228","브라질주식",7595752,"N","20181228",0,"주식형",NA,"61",-1.52,50.65,29.82,"초소형급",28.81,"01",1.3125,"20070808",40,NA,"멀티에셋자산운용","60270",0,"KR5205723566","20140418",1.5
"K55223BG6165",0,6.79,"KB 장기 국공채 플러스 증권 자투자신탁(채권) C-Pe",6.26,"10",7.2,-0.02,8.95,"국내","Y",NA,0,5.81,3.41,1.3,"6",2.96,"K55223BG6165",1013.61,2.8,2.75,"10",1.36,0.69,"07",0.45,1914,0.13,"223","20160907",NA,1685,0,"4110890","20181228","중기채권",12864964,"N","20181228",0,"채권형","연금","77",0,NA,NA,"초소형급",2.65,"04",0.275,"20160907",10,"201812","KB자산운용","10040",2,"K55223BG6074","20160912",0
"KR5237299148",0,-7.13,"한화 이머징국공채증권투자신탁 (채권-재간접형) UC-E",-0.7,"10",-2.55,-0.37,-6.51,"해외","Y",15.02,0,-1.18,-1.98,1.3,"5",4.52,"KR5237299148",1056.44,4.55,3.34,"50",36.99,-0.01,"16",-0.01,1914,0,"213","20100906",NA,1789,2,"8111680","20181228","신흥국채권",0,"N","20181228",0,"채권형",NA,"61",-0.04,8.79,4.72,"초소형급",4.25,"10",1.62,"20100906",96,"201812","한화자산운용","50050",5,"KR5237299049","20140418",0
"K55223BG6140",0,6.75,"KB 장기 국공채 플러스 증권 자투자신탁(채권) S",6.26,"10",7.2,-0.02,8.95,"국내","Y",NA,0,5.78,3.39,1.29,"5",2.96,"K55223BG6108",1023.28,2.8,2.75,"10",1.24,2.02,"11",1.21,1914,1,"223","20160907",NA,256,0,"4110850","20181228","중기채권",100322795,"N","20181228",0,"채권형",NA,"61",0,NA,NA,"초소형급",2.65,"04",0.2,"20160907",10,"201812","KB자산운용","10040",2,"K55223BG6074","20160912",1.5
"KR5237AQ5998",0,-7.32,"한화 이머징국공채증권투자신탁 (채권-재간접형) S",-0.7,"10",-2.55,-0.36,-6.51,"해외","Y",13.88,4,-1.28,-2.03,1.29,"5",4.52,"KR5237299064",1081.71,4.55,3.34,"50",33.66,-0.15,"11",0,1914,0,"213","20100906",NA,1006,3,"8111650","20181228","신흥국채권",110835,"N","20181228",0,"채권형",NA,"61",-0.03,8.14,4.72,"초소형급",4.25,"10",1.07,"20100906",96,"201812","한화자산운용","50050",5,"KR5237299049","20140418",1.5
"K55237B59282",0,-7.32,"한화 이머징국공채증권투자신탁 (채권-재간접형) S-P",-0.7,"10",-2.55,-0.36,-6.51,"해외","Y",13.88,4,-1.28,-2.03,1.29,"6",4.52,"KR5237299064",1100.13,4.55,3.34,"50",33.66,0,"12",0.01,1914,0,"213","20100906",NA,1007,3,"8111659","20181228","신흥국채권",-492148,"N","20181228",0,"채권형","연금","77",-0.03,8.14,4.72,"초소형급",4.25,"10",1,"20100906",96,"201812","한화자산운용","50050",5,"KR5237299049","20150727",0
"KR5236AP7533",4,-11.62,"한국밸류 10년투자배당증권자투자신탁 (주식) S",1.89,"10",-18.46,15.86,-59.03,"국내","Y",27.76,5,-8.64,-7.21,1.29,"2",10.61,"KR5236AN0894",1000.18,13.69,5.08,"20",35.22,0.05,"11",0.05,1914,0.07,"236","20131224",NA,142,4,"1131850","20181228","배당주식",6818473,"N","20181228",0,"주식형",NA,"61",1.61,-2.45,9.26,"대형급",10.93,"01",0.938,"20131224",1382,"201812","한국투자밸류자산운용","20030",2,"KR5236AN0860","20140418",1.5
"KR5235AQ3565",0,-6.84,"피델리티 연금이머징마켓증권전환형자투자신탁 (채권-재간접형) S",-0.4,"10",-0.48,0,-2.32,"해외","Y",19.36,3,-2.12,-2.04,1.25,"6",3.27,"KR5235A52537",990.7,3.82,2.91,"50",32.32,-0.5,"12",-0.48,1914,-0.44,"235","20110808",NA,771,2,"8105559","20181228","신흥국채권",-43933864,"N","20181228",0,"채권형","연금","77",0,9.23,4.12,"초소형급",3.41,"10",0.325,"20110808",39,"201812","피델리티자산운용","50050",4,"KR5235A52529","20140418",0
"K55223BI4994",2,5.47,"KB 브라질증권자투자신탁(주식)S",-2.67,"10",-16.98,-10.98,-0.26,"해외","Y",14.7,1,15.89,15.01,1.24,"1",24.96,"KR5223747944",1152.8,20.64,8.18,"60",-7.67,-0.87,"11",-0.65,1914,0.06,"223","20071015",NA,623,1,"1176150","20181228","브라질주식",6373302,"N","20181228",0,"주식형",NA,"61",-0.94,92.24,30.41,"소형급",26.59,"01",1.295,"20071015",245,"201812","KB자산운용","60270",3,"KR5223747936","20161024",1.5
"K55223BI5009",2,5.47,"KB 브라질증권자투자신탁(주식)S-P",-2.67,"10",-16.98,-9.84,-0.26,"해외","Y",14.7,1,15.89,15.01,1.24,"3",24.96,"KR5223747944",1033.79,20.64,8.18,"60",-7.67,1.07,"12",0.71,1914,0.65,"223","20071015",NA,624,1,"1176159","20181228","브라질주식",65449799,"N","20181228",0,"주식형","연금","77",-0.94,92.24,30.41,"소형급",26.59,"01",1.225,"20071015",245,"201812","KB자산운용","60270",3,"KR5223747936","20161024",0
"KR5102AR2285",0,-7.95,"하나UBS 글로벌이머징국공채증권자투자신탁 [채권-재간접형] S",0.01,"10",-0.01,0,-0.1,"해외","Y",-1.71,0,-1.22,-1.73,1.22,"4",4.4,"KR5102A52661",1000,4.63,3.2,"50",-7.08,0,"11",0,1914,0,"102","20120330",NA,1362,4,"8116850","20181228","신흥국채권",0,"N","20181228",0,"채권형",NA,"61",0,7.02,5.93,"초소형급",4.67,"10",0.498,"20120330",6,NA,"하나UBS자산운용","50050",0,"KR5102A52646","20140418",1.5
"KR5102A54337",0,-7.94,"하나UBS 인Best연금글로벌이머징국공채증권자투자신탁 [채권-재간접형]",0.01,"10",0.06,-0.13,0.08,"해외","Y",-2.34,0,-1.22,-1.73,1.22,"5",4.39,"KR5102A54337",868.61,4.63,3.2,"50",-0.3,0,"07",0,1914,0,"102","20120518",NA,1835,4,"8121290","20181228","신흥국채권",0,"N","20181228",0,"채권형","연금","77",-0.01,6.37,5.89,"초소형급",4.67,"10",1.052,"20120518",3,NA,"하나UBS자산운용","50050",0,"KR5102A54337","20140915",0
"KR5235AQ3557",0,-7.21,"피델리티 이머징마켓증권자투자신탁 (채권-재간접형) S",-0.71,"10",-5.19,0,-34.03,"해외","Y",17.01,4,-2.31,-2.14,1.22,"5",3.28,"KR5235267220",961.73,3.82,2.91,"50",41.97,-0.05,"11",0,1914,0.01,"235","20100506",NA,998,2,"8105450","20181228","신흥국채권",603775,"N","20181228",0,"채권형",NA,"61",0,7.93,4.12,"소형급",3.41,"10",0.365,"20100506",127,"201812","피델리티자산운용","50050",5,"KR5235267204","20140418",1.5
"KR5232AY2222",4,-13.82,"NH-Amundi Allset스마트베타증권투자신탁 [주식] S",1.5,"10",4.7,16.72,5.03,"국내","Y",NA,4,-6.39,-7.4,1.18,"3",13.7,"KR5232AY2164",895.89,17.85,11.78,"20",1.02,0,"11",0,1914,0,"232","20141223",NA,586,5,"1162450","20181228","일반주식",0,"N","20181228",0,"주식형",NA,"61",1.9,-10.69,11.5,"초소형급",13.55,"01",0.755,"20141223",196,"201812","NH-Amundi자산운용","2001",3,"KR5232AY2156","20150128",1.5
"K55232BU4633",4,-13.82,"NH-Amundi Allset스마트베타증권투자신탁 [주식]S-P",1.5,"10",4.7,15.72,5.03,"국내","Y",NA,4,-6.39,-7.4,1.18,"4",13.7,"KR5232AY2164",842.23,17.85,11.78,"20",1.02,0,"12",0,1914,0,"232","20141223",NA,587,5,"1162459","20181228","일반주식",0,"N","20181228",0,"주식형","연금","77",1.9,-10.69,11.5,"초소형급",13.55,"01",0.719,"20141223",196,"201812","NH-Amundi자산운용","2001",3,"KR5232AY2156","20170807",0
"KR5235AP3970",2,-4.4,"피델리티 인디아증권자투자신탁 (주식) S",-4.11,"10",-3.3,-8.37,-29.36,"해외","Y",68.52,2,-2.4,1.28,1.14,"3",18.57,"KR5235697145",1166.51,20.97,21.69,"60",81.24,1.91,"11",-0.59,1914,0.1,"235","20070531",NA,340,2,"1114250","20181228","인도주식",9546479,"N","20181228",0,"주식형",NA,"61",-0.71,18.46,14.07,"중형급",15.24,"01",1.218,"20070531",482,"201812","피델리티자산운용","60140",3,"KR5235697129","20140418",1.5
"K55235B96171",2,-4.4,"피델리티 인디아증권자투자신탁 (주식) S-PRS",-4.11,"10",-3.3,-8.39,-29.36,"해외","Y",68.52,2,-2.4,1.28,1.14,"4",18.57,"KR5235697145",1170.41,20.97,21.69,"60",81.24,0.31,"12",0.2,1914,0.11,"235","20070531",NA,341,2,"1114259","20181228","인도주식",10807974,"N","20181228",0,"주식형","연금","77",-0.71,18.46,14.07,"중형급",15.24,"01",1.048,"20070531",482,"201812","피델리티자산운용","60140",3,"KR5235697129","20140418",0
"KR5366AP0340",0,-4.98,"블랙록 아시아퀄리티증권투자신탁 (채권-재간접형)(H) S",-3.14,"10",-18.18,-0.46,-35.98,"해외","Y",14.49,5,-0.35,-0.44,1.12,"5",2.47,"KR5366296964",1062.85,2.65,1.33,"50",29.35,-0.75,"11",-0.38,1914,-0.19,"366","20100908",NA,1011,0,"8103250","20181228","아시아채권(ex J)",-19479209,"N","20181228",0,"채권형",NA,"61",-0.04,2.7,2.74,"소형급",2.58,"10",0.655,"20100908",238,"201812","블랙록자산운용","50060",5,"KR5366296931","20140418",1.5
"KR5366AP0357",0,-4.98,"블랙록 아시아퀄리티증권투자신탁 (채권-재간접형)(H) S-p",-3.14,"10",-18.18,-0.46,-35.98,"해외","Y",14.49,5,-0.35,-0.44,1.12,"6",2.47,"KR5366296964",1063.2,2.65,1.33,"50",29.35,-0.13,"12",-0.09,1914,0.03,"366","20100908","Y",1012,0,"8103259","20181228","아시아채권(ex J)",2713089,"N","20181228",0,"채권형","연금","77",-0.04,2.7,2.74,"소형급",2.58,"10",0.615,"20100908",238,"201812","블랙록자산운용","50060",5,"KR5366296931","20140418",0
"K55105BC0595",2,5.63,"삼성 ABFKorea인덱스증권투자신탁[채권](S)",-196.07,"10",-192.64,0,-600.23,"국내","Y",19.22,3,4.93,2.94,1.11,"5",2.53,"KR5105600914",1014.66,2.44,2.42,"10",67.44,31.73,"11",13.71,1914,5.9,"105","20050426",NA,354,0,"4110550","20181228","중기채권",589837912,"N","20181228",0,"채권형",NA,"61",0,5.77,2.49,"대형급",2.29,"04",0.335,"20050426",5933,"201812","삼성자산운용","10040",3,"KR5105487692","20160808",1.5
"K55105BC0603",2,5.63,"삼성 ABFKorea인덱스증권투자신탁[채권](S-P)",-196.07,"10",-192.64,0,-600.23,"국내","Y",19.22,3,4.93,2.94,1.11,"6",2.53,"KR5105600914",1015.52,2.44,2.42,"10",67.44,10.06,"12",4.7,1914,2.91,"105","20050426",NA,355,0,"4110590","20181228","중기채권",290779878,"N","20181228",0,"채권형","연금","77",0,5.77,2.49,"대형급",2.29,"04",0.305,"20050426",5933,"201812","삼성자산운용","10040",3,"KR5105487692","20160808",0
"KR5205AR4816",0,-2.51,"멀티에셋 삼바브라질연금저축증권자투자신탁 [채권] S",2.02,"10",-1.64,-3.96,-1.37,"해외","Y",NA,0,3.06,4.22,1.06,"3",7.59,"KR5205AM8481",851.94,6.41,6.43,"50",-13.76,-0.33,"12",0.07,1914,0.11,"205","20140102",NA,636,0,"4105659","20181228","남미신흥국채권",10829835,"N","20181228",0,"채권형","연금","77",-0.46,23.07,10.05,"소형급",7.42,"04",0.5725,"20140102",110,"201812","멀티에셋자산운용","50080",3,"KR5205AM8457","20140418",0
"K55105BG9097",0,-2.86,"삼성누버거버먼이머징국공채플러스증권자투자신탁UH[채권-재간접형]S",0.32,"10",1,-4.49,-12.51,"해외","Y",NA,0,-0.59,-1.4,1.05,"3",6.62,"K55105BG8883",1018.99,6.98,8.73,"50",1.13,0.05,"11",0.04,1914,0.04,"105","20160926",NA,1052,0,"8132550","20181228","신흥국채권",3781324,"N","20181228",0,"채권형",NA,"61",-0.44,NA,NA,"초소형급",6.1,"10",0.38,"20160926",20,"201812","삼성자산운용","50050",5,"K55105BG8859","20161004",1.5
"K55105BG9113",0,-2.86,"삼성누버거버먼이머징국공채플러스증권자투자신탁UH[채권-재간접형]S-P",0.32,"10",1,-4.5,-12.51,"해외","Y",NA,0,-0.59,-1.4,1.05,"4",6.62,"K55105BG8883",1019.31,6.98,8.73,"50",1.13,-0.11,"12",0.01,1914,0,"105","20160926",NA,1053,0,"8132559","20181228","신흥국채권",34271,"N","20181228",0,"채권형","연금","77",-0.44,NA,NA,"초소형급",6.1,"10",0.35,"20160926",20,"201812","삼성자산운용","50050",5,"K55105BG8859","20161004",0
"KR5205AQ8297",0,-3.28,"멀티에셋 삼바브라질증권자투자신탁 [채권] S",3.21,"10",4.69,-3.88,4.59,"해외","Y",-10.75,3,2.66,4.03,1,"3",7.61,"KR5205736048",830.59,6.43,6.44,"50",-4.11,1.64,"11",1.59,1914,0.9,"205","20070912",NA,895,0,"4102750","20181228","남미신흥국채권",89568584,"N","20181228",0,"채권형",NA,"61",-0.46,20.44,10.09,"소형급",7.45,"04",0.9175,"20070912",109,"201812","멀티에셋자산운용","50080",4,"KR5205736030","20140418",1.5
"K55213B35218",3,4.74,"한화 연금증권전환형투자신탁 (국공채) S-P",-0.09,"10",-0.92,-0.01,-2.15,"국내","Y",16.69,4,4.18,2.47,0.97,"6",2.21,"K55213B35200",1046.9,2.1,2.14,"10",92.88,-0.07,"12",-0.07,1914,-0.07,"213","20010201",NA,704,2,"4108959","20181228","중기채권",-6790541,"N","20181228",0,"채권형","연금","77",0,4.91,2.08,"초소형급",1.99,"04",0.332,"20010201",133,"201812","한화자산운용","10040",4,"KR5103314138","20150526",0
"K55301C33545",1,NA,"미래에셋 솔로몬장기국공채증권투자신탁1호 (채권) C-Pe",142.84,"10",1043.92,-0.05,2234.15,"국내","Y",NA,0,NA,2.48,0.96,"6",NA,"K55301C33545",1013.86,1.94,1.97,"10",3.43,NA,"19",NA,1914,NA,"301","20081118",NA,1811,0,"4105396","20181228","우량채권",NA,"N","20181228",0,"채권형","연금","77",0,NA,NA,"중형급",NA,"04",0.29,"20081118",2520,NA,"미래에셋자산운용","10060",0,"KR5301888248","20181210",0
"KR5301AR6954",1,5.37,"미래에셋 솔로몬장기국공채증권투자신탁1호 (채권) S",142.84,"10",1043.92,-0.05,2234.15,"국내","Y",18.6,3,4.22,2.45,0.95,"5",2.01,"KR5301929828",1020.84,1.94,1.97,"10",32.9,-0.77,"11",-0.03,1914,2.42,"301","20081118",NA,144,1,"4105350","20181228","우량채권",242220972,"N","20181228",0,"채권형",NA,"61",0,6.81,1.94,"중형급",1.78,"04",0.31,"20081118",2520,"201812","미래에셋자산운용","10060",2,"KR5301888248","20140418",1.5
"KR5104AW2518",4,-25.97,"하이 천하제일중국본토증권자투자신탁H [주식] S",-0.5,"10",-0.14,-4.3,-1.34,"해외","Y",35.22,0,-17.83,-9.38,0.95,"2",27.38,"KR5104AB7611",852.93,20.41,19.18,"60",54.37,-0.37,"11",-0.08,1914,-0.02,"104","20120718",NA,985,2,"1106150","20181228","중국주식",-1912521,"N","20181228",0,"주식형",NA,"61",-0.5,-11.39,18.93,"초소형급",24.98,"01",1.17,"20120718",132,"201812","하이자산운용","60130",5,"KR5104AB7587","20140930",1.5
"K55104BS7593",4,-25.97,"하이 천하제일중국본토증권자투자신탁H [주식] S-P2",-0.5,"10",-0.14,-3.82,-1.34,"해외","Y",35.22,0,-17.83,-9.38,0.95,"3",27.38,"KR5104AB7611",757.39,20.41,19.18,"60",54.37,-0.04,"12",-0.08,1914,0,"104","20120718",NA,986,2,"1106159","20181228","중국주식",252596,"N","20181228",0,"주식형","연금","77",-0.5,-11.39,18.93,"초소형급",24.98,"01",1.08,"20120718",132,"201812","하이자산운용","60130",5,"KR5104AB7587","20171127",0
"K55105BC9117",0,4.66,"삼성 코리아중기채권증권자투자신탁 제1호[채권]S",71.31,"10",568.68,-0.12,568.23,"국내","Y",NA,0,3.43,2.06,0.94,"5",1.4,"KR5105AF7061",1047.13,1.4,1.47,"10",6.22,0.14,"11",0.14,1914,0.09,"105","20130227",NA,225,0,"4112150","20181228","중기채권",8857673,"N","20181228",0,"채권형",NA,"61",-0.01,NA,NA,"소형급",1.23,"04",0.28,"20130227",690,"201812","삼성자산운용","10040",2,"KR5105AF7046","20170628",1.5
"K55105BW4551",0,4.66,"삼성 코리아중기채권증권자투자신탁 제1호[채권]S-P",71.31,"10",568.68,-0.11,568.23,"국내","Y",NA,0,3.43,2.06,0.94,"6",1.4,"KR5105AF7061",1012.11,1.4,1.47,"10",6.22,0.49,"12",0.49,1914,0.44,"105","20130227",NA,226,0,"4112159","20181228","중기채권",43565245,"N","20181228",0,"채권형","연금","77",-0.01,NA,NA,"소형급",1.23,"04",0.23,"20130227",690,"201812","삼성자산운용","10040",2,"KR5105AF7046","20170911",0
"K55105B78760",0,-26.1,"삼성 클래식인도중소형FOCUS연금증권자투자신탁H [주식-파생형] S-P",0.23,"10",-0.41,-1.73,-2.3,"해외","Y",NA,0,-11.96,-2.24,0.94,"3",22.39,"K55105B78745",1099.84,24.59,20.85,"60",11.94,-0.35,"12",-0.18,1914,0.03,"105","20151119",NA,1031,0,"6110859","20181228","인도주식",3337961,"N","20181228",0,"주식형","연금","77",-0.16,8.19,17.33,"초소형급",18.76,"07",1,"20151119",50,"201812","삼성자산운용","60140",5,"K55105B78737","20151221",0
"KR5366AY7328",0,-3.29,"블랙록 차이나채권증권자투자신탁(채권-재간접형) S-p",-0.51,"10",-3.72,-0.44,-9.49,"해외","Y",NA,0,-2.49,0.02,0.92,"5",5.4,"KR5366AY7310",1082.85,3.88,6.17,"50",9.01,-0.35,"12",-0.07,1914,0,"366","20150115",NA,519,0,"8123159","20181228","아시아채권(ex J)",202987,"N","20181228",0,"채권형","연금","77",-0.04,8.13,4.98,"소형급",5.25,"10",0.555,"20150115",118,"201812","블랙록자산운용","50060",3,"KR5366AY7229","20150119",0
"KR5366AY7310",0,-3.29,"블랙록 차이나채권증권자투자신탁(채권-재간접형)S",-0.51,"10",-3.72,-0.43,-9.49,"해외","Y",NA,0,-2.49,0.02,0.92,"4",5.4,"KR5366AY7310",1071.9,3.88,6.17,"50",9.01,-0.52,"11",0,1914,0,"366","20150115",NA,520,0,"8123150","20181228","아시아채권(ex J)",114390,"N","20181228",0,"채권형",NA,"61",-0.04,8.13,4.98,"소형급",5.25,"10",0.595,"20150115",118,"201812","블랙록자산운용","50060",3,"KR5366AY7229","20150119",1.5
"K55370BH7460",0,-0.08,"AB 글로벌 플러스 안정수익 증권투자신탁 (채권-재간접형) S",0.55,"10",0.47,-0.59,-0.79,"해외","Y",NA,0,0.78,0.78,0.91,"5",1.49,"K55370BH7460",1011.17,1.48,1.09,"50",1.21,0,"11",-0.01,1914,0,"370","20161014",NA,1246,0,"8133150","20181228","글로벌채권",9888,"N","20181228",0,"채권형",NA,"61",-0.06,NA,NA,"초소형급",1.73,"10",0.465,"20161014",19,NA,"AB자산운용","50010",0,"K55370BH7353","20161107",1.5
"K55370BH7437",0,-0.08,"AB 글로벌 플러스 안정수익 증권투자신탁 (채권-재간접형)S-P",0.55,"10",0.47,-0.59,-0.79,"해외","Y",NA,0,0.78,0.78,0.91,"6",1.49,"K55370BH7460",1012.13,1.48,1.09,"50",1.21,0,"12",0,1914,0,"370","20161014",NA,1247,0,"8133159","20181228","글로벌채권",49340,"N","20181228",0,"채권형","연금","77",-0.06,NA,NA,"초소형급",1.73,"10",0.395,"20161014",19,NA,"AB자산운용","50010",0,"K55370BH7353","20161107",0
"KR5301AR6897",4,-23.3,"미래에셋 차이나본토증권자투자신탁2호(H) (주식) S",0.33,"10",0.68,0.65,-4.44,"해외","Y",22.81,5,-24.63,-15.95,0.91,"2",29.42,"KR5301969386",872.17,26.88,24.09,"60",-9.68,-0.59,"11",0.05,1914,0.02,"301","20101118",NA,1078,4,"1134950","20181228","중국주식",1706483,"N","20181228",0,"주식형",NA,"61",0.07,-14.34,20.76,"소형급",26.79,"01",1.34,"20101118",228,"201812","미래에셋자산운용","60130",5,"KR5301969758","20140418",1.5
"K55105B34193",0,-26.42,"삼성 인도중소형FOCUS증권자투자신탁H [주식-파생형] S",0.88,"10",-9.26,-1.85,-18.09,"해외","Y",NA,0,-12.31,-2.48,0.88,"2",22.37,"K55105B33450",1085.44,24.55,20.8,"60",6.07,-8.17,"11",-4.33,1914,-0.11,"105","20151119",NA,1040,5,"6110750","20181228","인도주식",-10778391,"N","20181228",0,"주식형",NA,"61",-0.17,5.48,17.41,"소형급",18.7,"07",1.31,"20151119",237,"201812","삼성자산운용","60140",5,"K55105B33427","20151221",1.5
"K55301B43363",0,6.22,"미래에셋연금브라질업종대표증권자투자신탁1호(주식)C-Pe",0.89,"10",5.31,-13.46,9.48,"해외","Y",NA,0,22.28,18.31,0.86,"3",29.96,"K55301B43363",985.25,24.77,6.46,"60",29.27,0.18,"07",0.02,1914,0.03,"301","20161005",NA,1712,0,"1177796","20181228","브라질주식",2513864,"N","20181228",0,"주식형","연금","77",-1.35,NA,NA,"초소형급",30.05,"01",1.2,"20161005",60,"201812","미래에셋자산운용","60270",3,"K55301B43348","20170605",0
"K55206BV5920",0,5.15,"키움 파이어니어증권자투자신탁제1호 [채권] C-Pe",4.62,"10",3.61,0.23,-6.96,"국내","Y",NA,0,3.6,2.19,0.83,"6",1.58,"K55206BV5920",1044.18,1.6,1.47,"10",5.15,NA,"07",NA,1914,-0.07,"206","20120416",NA,1640,0,"4105496","20181228","일반채권",-7460870,"N","20181228",0,"채권형","연금","77",0.02,NA,NA,"초소형급",1.37,"04",0.31,"20120416",51,"201812","키움투자자산운용","10010",1,"KR5206AA0044","20170828",0
"KR5223AQ1639",3,4.37,"KB 연금국내채권증권전환형자투자신탁 (채권) S-P",5.66,"10",12.52,-0.01,15.16,"국내","Y",14.85,4,3.48,2.06,0.83,"6",1.73,"KR5223AQ1621",1070.22,1.62,1.58,"10",33.32,0.25,"12",0.13,1914,0.1,"223","20100709",NA,769,2,"4100859","20181228","중기채권",9532528,"N","20181228",0,"채권형","연금","77",0,5,1.64,"초소형급",1.51,"04",0.313,"20100709",375,"201812","KB자산운용","10040",4,"KR5223281324","20140418",0
"K55206BV5953",3,-12.76,"키움 자자손손백년투자증권자투자신탁제1호 [주식] C-Pe",0.04,"10",-0.15,12.89,-0.36,"국내","Y",NA,0,-9.7,-10.32,0.83,"4",13.32,"K55206BV5953",867.97,17.45,11.56,"20",-13.18,0,"07",0,1914,0,"206","20100506",NA,1881,0,"1143296","20181228","일반주식",0,"N","20181228",0,"주식형","연금","77",1.51,NA,NA,"초소형급",14.06,"01",0.99,"20100506",41,NA,"키움투자자산운용","2001",0,"KR5206260667","20170828",0
"KR5206755567",2,5,"키움 행복연금코리아증권전환형자투자신탁제1호 [채권]",4.11,"10",4.38,0.22,4.42,"국내","Y",19.8,2,3.56,2.06,0.82,"6",1.62,"KR5206755567",1053.7,1.52,1.46,"10",65.38,3.47,"07",3.3,1914,3.31,"206","20071101",NA,1635,1,"4108201","20181228","일반채권",331303273,"N","20181228",0,"채권형","연금","77",0.02,8.2,1.57,"초소형급",1.41,"04",0.36,"20071101",71,"201812","키움투자자산운용","10010",1,"KR5206755567","20150216",0
